"Tanggal","Wajib Pajak","Outlet","PPN","Total Transaksi"
"01 July 2020","ROTI O","ROTI O ST GROGOL JKT","334960","82"
"02 July 2020","ROTI O","ROTI O ST GROGOL JKT","313599","88"
"03 July 2020","ROTI O","ROTI O ST GROGOL JKT","386915","87"
"09 July 2020","ROTI O","ROTI O ST GROGOL JKT","242595","82"
"10 July 2020","ROTI O","ROTI O ST GROGOL JKT","334596","110"
"11 July 2020","ROTI O","ROTI O ST GROGOL JKT","306462","82"
"12 July 2020","ROTI O","ROTI O ST GROGOL JKT","193049","54"
