"Wajib Pajak","Outlet","NPWP","NOPD","No Bill","Tanggal","Total Amount","Service Charge","PPN","Total Trx Amount","Jenis Pembayaran"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000055","02 January 2020","116000","6960","12296","135256","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000056","02 January 2020","279000","16740","29574","325314","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000057","02 January 2020","248000","14880","26288","289168","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000058","02 January 2020","89000","5340","9434","103774","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000059","02 January 2020","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000060","02 January 2020","262000","15720","27772","305492","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000061","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000062","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000063","02 January 2020","308000","18480","32648","359128","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000064","02 January 2020","89000","5340","9434","103774","OVO"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000065","02 January 2020","238000","14280","25228","277508","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000066","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000067","02 January 2020","315000","18900","33390","367290","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000068","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000069","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000070","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000071","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000072","02 January 2020","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000073","02 January 2020","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000074","02 January 2020","1251000","75060","132606","1458666","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000075","02 January 2020","924000","55440","97944","1077384","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000076","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000077","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000078","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000079","02 January 2020","524000","31440","55544","610984","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000080","02 January 2020","304000","18240","32224","354464","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000081","02 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000082","03 January 2020","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000083","03 January 2020","461000","27660","48866","537526","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000084","03 January 2020","238000","14280","25228","277508","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000085","03 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000086","03 January 2020","89000","5340","9434","103774","GoPay"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000087","03 January 2020","481000","28860","50986","560846","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000088","03 January 2020","178000","10680","18868","207548","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000089","03 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000090","03 January 2020","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000091","03 January 2020","1110000","66600","117660","1294260","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000092","03 January 2020","89000","5340","9434","103774","OVO"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000093","03 January 2020","929000","55740","98474","1083214","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000094","03 January 2020","244000","14640","25864","284504","GoPay"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000095","03 January 2020","192000","11520","20352","223872","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000096","03 January 2020","207000","12420","21942","241362","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000097","03 January 2020","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000098","03 January 2020","128000","7680","13568","149248","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000099","03 January 2020","214000","12840","22684","249524","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000100","03 January 2020","356000","21360","37736","415096","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000101","03 January 2020","291000","17460","30846","339306","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000102","03 January 2020","145000","8700","15370","169070","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000103","03 January 2020","58000","3480","6148","67628","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000104","03 January 2020","1428000","85680","151368","1665048","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000105","03 January 2020","382000","22920","40492","445412","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000106","03 January 2020","147000","8820","15582","171402","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000107","03 January 2020","53000","3180","5618","61798","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000108","03 January 2020","587000","35220","62222","684442","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000109","03 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000110","03 January 2020","407000","24420","43142","474562","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000111","03 January 2020","628000","37680","66568","732248","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000112","03 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000113","03 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000114","03 January 2020","1190000","71400","126140","1387540","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000115","03 January 2020","1428000","85680","151368","1665048","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000116","03 January 2020","952000","57120","100912","1110032","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000117","03 January 2020","1428000","85680","151368","1665048","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000118","03 January 2020","752000","45120","79712","876832","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000119","03 January 2020","605000","36300","64130","705430","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000120","03 January 2020","796000","47760","84376","928136","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000121","03 January 2020","1190000","71400","126140","1387540","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000122","03 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000123","03 January 2020","398000","23880","42188","464068","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000124","03 January 2020","398000","23880","42188","464068","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000125","03 January 2020","29000","1740","3074","33814","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000126","03 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000127","03 January 2020","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000128","04 January 2020","796000","47760","84376","928136","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000129","04 January 2020","263000","15780","27878","306658","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000130","04 January 2020","255000","15300","27030","297330","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000131","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000132","04 January 2020","1374000","82440","145644","1602084","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000133","04 January 2020","1356000","81360","143736","1581096","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000134","04 January 2020","916000","54960","97096","1068056","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000135","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000136","04 January 2020","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000137","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000138","04 January 2020","314000","18840","33284","366124","OVO"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000139","04 January 2020","484000","29040","51304","564344","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000140","04 January 2020","333000","19980","35298","388278","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000141","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000142","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000143","04 January 2020","796000","47760","84376","928136","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000144","04 January 2020","269000","16140","28514","313654","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000145","04 January 2020","215000","12900","22790","250690","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000146","04 January 2020","272000","16320","28832","317152","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000147","04 January 2020","1194000","71640","126564","1392204","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000148","04 January 2020","1824000","109440","193344","2126784","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000149","04 January 2020","273000","16380","28938","318318","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000150","04 January 2020","573000","34380","60738","668118","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000151","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000152","04 January 2020","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000153","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000154","04 January 2020","158000","9480","16748","184228","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000155","04 January 2020","792000","47520","83952","923472","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000156","04 January 2020","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000157","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000158","04 January 2020","916000","54960","97096","1068056","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000159","04 January 2020","541000","32460","57346","630806","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000160","04 January 2020","562000","33720","59572","655292","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000161","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000162","04 January 2020","281000","16860","29786","327646","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000163","04 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000164","04 January 2020","773000","46380","81938","901318","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000165","04 January 2020","245000","14700","25970","285670","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000166","05 January 2020","1428000","85680","151368","1665048","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000167","05 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000168","05 January 2020","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000169","05 January 2020","363000","21780","38478","423258","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000170","05 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000171","05 January 2020","648000","38880","68688","755568","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000172","05 January 2020","431000","25860","45686","502546","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000173","05 January 2020","1592000","95520","168752","1856272","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000174","05 January 2020","238000","14280","25228","277508","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000175","05 January 2020","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000176","05 January 2020","238000","14280","25228","277508","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000177","05 January 2020","206000","12360","21836","240196","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000178","05 January 2020","148000","8880","15688","172568","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000179","05 January 2020","117000","7020","12402","136422","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000180","05 January 2020","234000","14040","24804","272844","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000181","05 January 2020","365000","21900","38690","425590","EDC MANDIRI (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000182","05 January 2020","796000","47760","84376","928136","OVO"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000183","05 January 2020","203000","12180","21518","236698","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000184","05 January 2020","514000","30840","54484","599324","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000185","05 January 2020","303000","18180","32118","353298","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000186","05 January 2020","246000","14760","26076","286836","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000187","06 January 2020","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000188","06 January 2020","116000","6960","12296","135256","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000189","06 January 2020","89000","5340","9434","103774","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000190","06 January 2020","118000","7080","12508","137588","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000191","06 January 2020","388000","23280","41128","452408","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000192","06 January 2020","1145000","68700","121370","1335070","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000193","06 January 2020","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000194","06 January 2020","578000","34680","61268","673948","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000195","06 January 2020","501000","30060","53106","584166","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000196","06 January 2020","258000","15480","27348","300828","CASH"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000197","06 January 2020","158000","9480","16748","184228","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000198","06 January 2020","201000","12060","21306","234366","EDC BCA (m)"
"GYU-KAKU","GYU KAKU SETIA BUDI","15.3.06.01.1.0004","106.19.05.05.0012","A20000000199","06 January 2020","952000","57120","100912","1110032","CASH & EDC BCA (m)"
