"Tanggal","Wajib Pajak","Outlet","PPN","Total Transaksi"
"01 January 2022","Angus House","Angus House","13732400","54"
"02 January 2022","Angus House","Angus House","9336415","33"
"03 January 2022","Angus House","Angus House","2819135","18"
"04 January 2022","Angus House","Angus House","4442845","18"
"05 January 2022","Angus House","Angus House","2118177","6"
