"","","","","","","","","","",""
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32118","02 January 2020","Sop Lidah + Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32118","02 January 2020","Sop Kikil + Paru Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32118","02 January 2020","Nasi Putih","","8800","4","35200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32118","02 January 2020","Teh O Manis Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32118","02 January 2020","Nasi G.B - Kikil","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32118","02 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32124","02 January 2020","Sop Buntut Premium Cak yo","","88800","1","88800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32124","02 January 2020","Sop Komplit Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32124","02 January 2020","Sop Daging Iga Original","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32124","02 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32124","02 January 2020","Nasi G.B - Seafood","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32124","02 January 2020","Teh O Tawar Hangat","","11800","3","35400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32124","02 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32130","02 January 2020","Sop Buntut Special Cak Yo","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32130","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32130","02 January 2020","Nasi G.B - Kikil","","46800","2","93600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32130","02 January 2020","Teh O Tawar Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32130","02 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Sop Tulang Muda Original","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Sop Tulang Muda Cak Yo","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Sop Komplit Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Sop Daging Iga + Babat Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Mie Kuning","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Watermelon Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Lime Juice","","26800","2","53600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32122","02 January 2020","Kedondong Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32121","02 January 2020","Sop Daging Iga + Lidah Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32121","02 January 2020","Sop Lidah + Paru Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32121","02 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32121","02 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32121","02 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32121","02 January 2020","Tempe Goreng","","24800","1","24800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32121","02 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32125","02 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32125","02 January 2020","Orange Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32125","02 January 2020","Kedondong Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32129","02 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32129","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32129","02 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32133","02 January 2020","Sop Babat Original","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32133","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32133","02 January 2020","Nasi D.Asap - Lidah","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32133","02 January 2020","Teh O Manis Dingin","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32127","02 January 2020","Sop Lidah + Paru Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32127","02 January 2020","Garang Asem Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32127","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32127","02 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32127","02 January 2020","Kedondong Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32134","02 January 2020","Sop Daging Iga + Lidah Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32134","02 January 2020","Sop Daging Iga + Paru Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32134","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32134","02 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32134","02 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32132","02 January 2020","Sop Daging Iga + Paru Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32132","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32132","02 January 2020","Nasi D.Asap - Hati Ampela","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32132","02 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32132","02 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32126","02 January 2020","Sop Daging Iga + Paru Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32126","02 January 2020","Nasi G.B - Babat Cabe Ijo","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32126","02 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32126","02 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32131","02 January 2020","Sop Komplit Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32131","02 January 2020","Sop Kikil + Babat Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32131","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32131","02 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32131","02 January 2020","Nasi G.B - Daging Iga Cabe Ijo","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32131","02 January 2020","Teh O Manis Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32135","02 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32135","02 January 2020","Sop Lidah Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32135","02 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32135","02 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32135","02 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32135","02 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32135","02 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32136","02 January 2020","Kari Komplit (lidah, kikil, baba","","53800","1","53800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32136","02 January 2020","Sop Kikil + Paru Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32136","02 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32136","02 January 2020","Teh O Manis Dingin","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32137","02 January 2020","Sop Lidah + Paru Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32137","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32137","02 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32137","02 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32137","02 January 2020","Kulit Pangsit Goreng (4 pcs)","","18800","1","18800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32138","02 January 2020","Sop Daging Iga + Kikil Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32138","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32138","02 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32139","02 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32139","02 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32139","02 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32139","02 January 2020","Es Campur","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32139","02 January 2020","Guava Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32139","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32143","02 January 2020","Sop Buntut Special Cak Yo","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32143","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32143","02 January 2020","Avocado Choco Ice Cream","","30800","1","30800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32143","02 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32141","02 January 2020","Sop Komplit Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32141","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32141","02 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32142","02 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32142","02 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32142","02 January 2020","Mie G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32142","02 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32142","02 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32142","02 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32142","02 January 2020","Pangsit Goreng Ayam","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32140","02 January 2020","Sop Buntut Premium Original","","88800","2","177600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32140","02 January 2020","Tahu Goreng","","24800","1","24800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32140","02 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32144","02 January 2020","Nasi Putih","","8800","4","35200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32144","02 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32144","02 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32144","02 January 2020","Garang Asem Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32144","02 January 2020","Teh O Manis Hangat","","11800","3","35400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32144","02 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32145","02 January 2020","Sop Daging Iga + Kikil Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32145","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32145","02 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32147","02 January 2020","Mineral Water","","9800","2","19600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32147","02 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32147","02 January 2020","Bakso Buntut Halus","","38800","1","38800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32147","02 January 2020","Extra Soup Original","","6000","1","6000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32147","02 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32147","02 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32148","02 January 2020","Sop Daging Iga + Babat Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32148","02 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","3","149400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32148","02 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32148","02 January 2020","Guava Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32148","02 January 2020","Avocado Juice","","28800","1","28800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32149","02 January 2020","Kari Daging Iga","","61800","1","61800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32149","02 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32149","02 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32149","02 January 2020","Teh O Tawar Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32146","02 January 2020","Sop Buntut Special Cak Yo","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32146","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32151","02 January 2020","Sop Daging Iga Original","","56800","2","113600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32151","02 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32151","02 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32151","02 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32151","02 January 2020","Taro Ice Jelly","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32150","02 January 2020","Rawon Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32150","02 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32150","02 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32150","02 January 2020","Telur Dadar","","8000","1","8000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32152","03 January 2020","Avocado Juice","","28800","1","28800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32152","03 January 2020","Mie G.B - Seafood","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32153","03 January 2020","Sop Daging Iga + Kikil Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32153","03 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32153","03 January 2020","Bakmi Ayam Pangsit","","38800","1","38800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32153","03 January 2020","Teh O Tawar Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Nasi D.Asap - Daging Ayam","","40800","1","40800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Garang Asem Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Cucumber Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Melon Selasih Drink","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Orange Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32154","03 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32155","03 January 2020","Sop Lidah + Paru Cak Yo","","41800","1","41800"
