"MERCHANT NAME","BRANCH NAME","NPWP","NOPD","BILL NO","DATE","TOTAL AMOUNT","SERVICE","PPN","TOTAL TRX AMOUNT","PAYMENT TYPE"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009017","2019-12-02 14:09:55","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009027","2019-12-02 14:09:56","58000","3480","6148","67628","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009013","2019-12-02 14:09:56","1666000","99960","176596","1942556","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009018","2019-12-02 14:09:56","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009019","2019-12-02 14:09:56","766000","45960","81196","893156","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009026","2019-12-02 14:09:57","333000","19980","35298","388278","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009020","2019-12-02 14:09:57","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009021","2019-12-02 14:09:57","238000","14280","25228","277508","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009022","2019-12-02 14:09:57","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009023","2019-12-02 14:09:57","429000","25740","45474","500214","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009029","2019-12-02 14:09:58","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009024","2019-12-02 14:09:58","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009025","2019-12-02 14:09:58","1283000","76980","135998","1495978","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009030","2019-12-02 14:09:59","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009031","2019-12-02 14:09:59","398000","23880","42188","464068","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009033","2019-12-02 14:09:59","602000","36120","63812","701932","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009028","2019-12-02 14:10:00","1832000","109920","194192","2136112","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009032","2019-12-02 14:10:00","342000","20520","36252","398772","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009034","2019-12-02 14:10:00","260000","15600","27560","303160","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009036","2019-12-02 14:10:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009037","2019-12-02 14:10:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009035","2019-12-02 14:10:01","796000","47760","84376","928136","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009038","2019-12-02 14:10:01","78000","4680","8268","90948","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009039","2019-12-02 14:10:01","251000","15060","26606","292666","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009040","2019-12-02 14:10:01","111000","6660","11766","129426","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009041","2019-12-02 14:10:02","178000","10680","18868","207548","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009043","2019-12-02 14:10:02","719000","43140","76214","838354","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009044","2019-12-02 14:10:02","690000","41400","73140","804540","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009046","2019-12-02 14:10:02","111000","6660","11766","129426","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009042","2019-12-02 14:10:03","1374000","82440","145644","1602084","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009047","2019-12-02 14:10:03","2142000","128520","227052","2497572","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009049","2019-12-02 14:10:03","248000","14880","26288","289168","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009045","2019-12-02 14:10:04","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009050","2019-12-02 14:10:04","126000","7560","13356","146916","CASH"
