"MERCHANT NAME","BRANCH NAME","NPWP","NOPD","BILL NO","DATE","TOTAL AMOUNT","SERVICE","PPN","TOTAL TRX AMOUNT","PAYMENT TYPE"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200369/034","2019-12-02 00:00:00","63000","4410","6741","74151","CASH"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200370/034","2019-12-02 00:00:00","209000","14630","22363","245993","BCA CARD"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200371/034","2019-12-02 00:00:00","317000","22190","33919","373109","CASH"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200372/034","2019-12-02 00:00:00","141000","9870","15087","165957","CASH"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200373/034","2019-12-02 00:00:00","304000","21280","32528","357808","CASH"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200374/034","2019-12-02 00:00:00","186000","13020","19902","218922","KARTU KREDIT VISA"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200375/034","2019-12-02 00:00:00","377000","26390","40339","443729","BCA CARD"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200376/034","2019-12-02 00:00:00","47000","3290","5029","55319","CASH"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200377/034","2019-12-02 00:00:00","153000","10710","16371","180081","KARTU KREDIT VISA"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200378/034","2019-12-02 00:00:00","363000","25410","38841","427251","BCA CARD"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200379/034","2019-12-02 00:00:00","260000","18200","27820","306020","BCA CARD"
"ON-YASAI","ON-YASAI JGC","153060110004","1051705050027","A19160009224","2019-12-02 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200380/034","2019-12-02 00:00:00","261000","18270","27927","307197","KARTU KREDIT VISA"
"ON-YASAI","ON-YASAI JGC","153060110004","1051705050027","A19160009225","2019-12-02 00:00:00","264000","15840","27984","307824","EDC BCA (m)"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200381/034","2019-12-02 00:00:00","325000","22750","34775","382525","CASH"
"ON-YASAI","ON-YASAI JGC","153060110004","1051705050027","A19160009226","2019-12-02 00:00:00","294000","17640","31164","342804","EDC BCA (m)"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200382/034","2019-12-02 00:00:00","377000","26390","40339","443729","KARTU KREDIT VISA"
"ON-YASAI","ON-YASAI JGC","153060110004","1051705050027","A19160009227","2019-12-02 00:00:00","348000","20880","36888","405768","EDC BCA (m)"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200383/034","2019-12-02 00:00:00","184000","12880","19688","216568","BCA CARD"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200384/034","2019-12-02 00:00:00","351000","24570","37557","413127","KARTU KREDIT MASTER"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200385/034","2019-12-02 00:00:00","354000","24780","37878","416658","BCA CARD"
"PHO 24","PHO 24 JGC","052070100736","1051705050056","KS20180200386/034","2019-12-02 00:00:00","212000","14840","22684","249524","BCA CARD"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033976","2019-12-02 06:56:11","317000","19020","33602","369622","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033975","2019-12-02 06:56:12","724000","43440","76744","844184","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033977","2019-12-02 06:56:12","406000","24360","43036","473396","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033978","2019-12-02 06:56:13","714000","42840","75684","832524","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033980","2019-12-02 06:56:13","452000","27120","47912","527032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033981","2019-12-02 06:56:13","587000","35220","62222","684442","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033986","2019-12-02 06:56:14","763000","45780","80878","889658","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033988","2019-12-02 06:56:14","416000","24960","44096","485056","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033989","2019-12-02 06:56:14","479000","28740","50774","558514","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033979","2019-12-02 06:56:15","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033982","2019-12-02 06:56:15","539000","32340","57134","628474","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033990","2019-12-02 06:56:15","1000000","60000","106000","1166000","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033983","2019-12-02 06:56:16","484000","29040","51304","564344","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033984","2019-12-02 06:56:16","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033991","2019-12-02 06:56:16","320000","19200","33920","373120","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033993","2019-12-02 06:56:16","284000","17040","30104","331144","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033994","2019-12-02 06:56:17","714000","42840","75684","832524","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033995","2019-12-02 06:56:17","671000","40260","71126","782386","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034000","2019-12-02 06:56:17","140000","8400","14840","163240","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033985","2019-12-02 06:56:18","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033987","2019-12-02 06:56:18","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033992","2019-12-02 06:56:18","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033996","2019-12-02 06:56:19","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033997","2019-12-02 06:56:19","872000","52320","92432","1016752","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034004","2019-12-02 06:56:19","349000","20940","36994","406934","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033999","2019-12-02 06:56:20","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034002","2019-12-02 06:56:20","1049000","62940","111194","1223134","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034006","2019-12-02 06:56:20","461000","27660","48866","537526","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140033998","2019-12-02 06:56:21","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034001","2019-12-02 06:56:21","1428000","85680","151368","1665048","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034003","2019-12-02 06:56:21","796000","47760","84376","928136","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034007","2019-12-02 06:56:22","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034012","2019-12-02 06:56:22","952000","57120","100912","1110032","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034016","2019-12-02 06:56:22","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034005","2019-12-02 06:56:22","1094000","65640","115964","1275604","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034011","2019-12-02 06:56:23","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034017","2019-12-02 06:56:23","670000","40200","71020","781220","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034018","2019-12-02 06:56:23","304000","18240","32224","354464","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034009","2019-12-02 06:56:24","872000","52320","92432","1016752","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034010","2019-12-02 06:56:24","616000","36960","65296","718256","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034013","2019-12-02 06:56:24","1110000","66600","117660","1294260","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034008","2019-12-02 06:56:25","792000","47520","83952","923472","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034014","2019-12-02 06:56:25","1190000","71400","126140","1387540","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034015","2019-12-02 06:56:25","965000","57900","102290","1125190","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034021","2019-12-02 06:56:26","457000","27420","48442","532862","OVO"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034025","2019-12-02 06:56:26","745000","44700","78970","868670","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034027","2019-12-02 06:56:26","252000","15120","26712","293832","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034019","2019-12-02 06:56:27","2188000","131280","231928","2551208","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034020","2019-12-02 06:56:27","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034022","2019-12-02 06:56:27","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034023","2019-12-02 06:56:28","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034024","2019-12-02 06:56:28","719000","43140","76214","838354","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034028","2019-12-02 06:56:28","481000","28860","50986","560846","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034026","2019-12-02 06:56:29","1666000","99960","176596","1942556","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034034","2019-12-02 06:56:29","714000","42840","75684","832524","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034035","2019-12-02 06:56:29","866000","51960","91796","1009756","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034042","2019-12-02 06:56:30","1080000","64800","114480","1259280","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034030","2019-12-02 06:56:30","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034032","2019-12-02 06:56:30","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034039","2019-12-02 06:56:31","730000","43800","77380","851180","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034043","2019-12-02 06:56:31","259000","15540","27454","301994","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034036","2019-12-02 06:56:31","722000","43320","76532","841852","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034040","2019-12-02 06:56:32","476000","28560","50456","555016","OVO"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034029","2019-12-02 06:56:32","714000","42840","75684","832524","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034031","2019-12-02 06:56:32","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034044","2019-12-02 06:56:33","202000","12120","21412","235532","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034045","2019-12-02 06:56:33","351000","21060","37206","409266","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034033","2019-12-02 06:56:33","916000","54960","97096","1068056","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034037","2019-12-02 06:56:33","1374000","82440","145644","1602084","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034041","2019-12-02 06:56:34","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034052","2019-12-02 06:56:34","348000","20880","36888","405768","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034038","2019-12-02 06:56:34","738000","44280","78228","860508","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034046","2019-12-02 06:56:35","1094000","65640","115964","1275604","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034047","2019-12-02 06:56:35","880000","52800","93280","1026080","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034048","2019-12-02 06:56:35","824000","49440","87344","960784","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034050","2019-12-02 06:56:36","796000","47760","84376","928136","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034054","2019-12-02 06:56:36","600000","36000","63600","699600","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034059","2019-12-02 06:56:36","681000","40860","72186","794046","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034049","2019-12-02 06:56:37","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034055","2019-12-02 06:56:37","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034058","2019-12-02 06:56:37","518000","31080","54908","603988","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034051","2019-12-02 06:56:38","1190000","71400","126140","1387540","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034056","2019-12-02 06:56:38","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034062","2019-12-02 06:56:38","812000","48720","86072","946792","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034064","2019-12-02 06:56:38","293000","17580","31058","341638","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034053","2019-12-02 06:56:39","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034057","2019-12-02 06:56:39","626000","37560","66356","729916","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034060","2019-12-02 06:56:39","396000","23760","41976","461736","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034063","2019-12-02 06:56:40","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034066","2019-12-02 06:56:40","304000","18240","32224","354464","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034068","2019-12-02 06:56:40","537000","32220","56922","626142","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034071","2019-12-02 06:56:41","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034061","2019-12-02 06:56:41","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034065","2019-12-02 06:56:41","1356000","81360","143736","1581096","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034069","2019-12-02 06:56:41","503000","30180","53318","586498","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034072","2019-12-02 06:56:42","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034073","2019-12-02 06:56:42","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034076","2019-12-02 06:56:42","484000","29040","51304","564344","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034078","2019-12-02 06:56:43","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034080","2019-12-02 06:56:43","677000","40620","71762","789382","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034070","2019-12-02 06:56:43","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034075","2019-12-02 06:56:44","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034079","2019-12-02 06:56:44","1848000","110880","195888","2154768","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034067","2019-12-02 06:56:44","1194000","71640","126564","1392204","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034074","2019-12-02 06:56:45","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034077","2019-12-02 06:56:45","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034081","2019-12-02 06:56:45","307000","18420","32542","357962","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034089","2019-12-02 06:56:45","225000","13500","23850","262350","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034082","2019-12-02 06:56:46","525000","31500","55650","612150","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034084","2019-12-02 06:56:46","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034088","2019-12-02 06:56:46","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034083","2019-12-02 06:56:47","1195000","71700","126670","1393370","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034085","2019-12-02 06:56:47","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034086","2019-12-02 06:56:47","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034090","2019-12-02 06:56:48","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034097","2019-12-02 06:56:48","309000","18540","32754","360294","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034098","2019-12-02 06:56:48","523000","31380","55438","609818","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034087","2019-12-02 06:56:49","714000","42840","75684","832524","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034091","2019-12-02 06:56:49","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034096","2019-12-02 06:56:49","1356000","81360","143736","1581096","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034092","2019-12-02 06:56:50","809000","48540","85754","943294","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034094","2019-12-02 06:56:50","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034095","2019-12-02 06:56:50","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034103","2019-12-02 06:56:51","244000","14640","25864","284504","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034106","2019-12-02 06:56:51","318000","19080","33708","370788","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034093","2019-12-02 06:56:51","714000","42840","75684","832524","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034101","2019-12-02 06:56:51","446000","26760","47276","520036","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034109","2019-12-02 06:56:52","594000","35640","62964","692604","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034099","2019-12-02 06:56:52","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034100","2019-12-02 06:56:52","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034104","2019-12-02 06:56:53","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034105","2019-12-02 06:56:53","1110000","66600","117660","1294260","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034110","2019-12-02 06:56:53","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034102","2019-12-02 06:56:53","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034107","2019-12-02 06:56:54","492000","29520","52152","573672","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034112","2019-12-02 06:56:54","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034108","2019-12-02 06:56:55","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034111","2019-12-02 06:56:55","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034115","2019-12-02 06:56:55","617000","37020","65402","719422","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034116","2019-12-02 06:56:55","58000","3480","6148","67628","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034113","2019-12-02 06:56:56","481000","28860","50986","560846","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140034114","2019-12-02 06:56:56","796000","47760","84376","928136","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009009","2019-12-02 14:09:49","281000","16860","29786","327646","OVO"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009006","2019-12-02 14:09:53","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009010","2019-12-02 14:09:54","1348000","80880","142888","1571768","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009011","2019-12-02 14:09:54","804000","48240","85224","937464","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009012","2019-12-02 14:09:54","231000","13860","24486","269346","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009014","2019-12-02 14:09:55","1074000","64440","113844","1252284","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009015","2019-12-02 14:09:55","916000","54960","97096","1068056","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240009016","2019-12-02 14:09:55","476000","28560","50456","555016","EDC BCA (m)"
