"Wajib Pajak","Outlet","NPWP","NOPD","No Bill","Tanggal","Total Amount","Service Charge","PPN","Total Trx Amount","Jenis Pembayaran"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","070820008","08 August 2020","200000","15000","21500","236500","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","070820009","08 August 2020","1000000","75000","107500","1182500","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","070820010","08 August 2020","72000","0","5760","63360","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","070820011","08 August 2020","400000","30000","43000","473000","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","070820012","08 August 2020","2618000","196350","281435","3095785","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","070820013","08 August 2020","1190000","89250","127925","1407175","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820001","09 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820002","09 August 2020","384000","0","30720","337920","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820003","09 August 2020","380000","0","30400","334400","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820004","09 August 2020","880000","66000","94600","1040600","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820005","09 August 2020","571200","42840","61404","675444","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820006","09 August 2020","440000","33000","47300","520300","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820007","09 August 2020","566000","42450","60845","669295","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820008","09 August 2020","672000","50400","72240","1191960","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820009","09 August 2020","440000","33000","47300","520300","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820010","09 August 2020","660000","49500","70950","780450","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820011","09 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820012","09 August 2020","664000","0","53120","584320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820013","09 August 2020","376000","28200","40420","444620","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820014","09 August 2020","476000","35700","51170","562870","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820016","09 August 2020","440000","33000","47300","520300","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820017","09 August 2020","115200","0","9216","101376","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820018","09 August 2020","880000","66000","94600","1040600","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820019","09 August 2020","515000","38625","55363","608988","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820020","09 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820021","09 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820022","09 August 2020","440000","33000","47300","520300","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820023","09 August 2020","504000","37800","54180","595980","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820024","09 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820025","09 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820026","09 August 2020","188000","14100","20210","222310","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820027","09 August 2020","564000","42300","60630","666930","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820028","09 August 2020","300000","22500","32250","354750","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820029","09 August 2020","561000","42075","60308","663383","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820030","09 August 2020","672000","50400","72240","794640","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820031","09 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820032","09 August 2020","489600","36720","52632","578952","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820033","09 August 2020","540000","40500","58050","638550","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820034","09 August 2020","440000","33000","47300","520300","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820035","09 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820036","09 August 2020","2280000","171000","245100","2696100","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820037","09 August 2020","456000","34200","49020","539220","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820038","09 August 2020","1002000","75150","107715","1184865","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","080820039","09 August 2020","786000","58950","84495","929445","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820001","10 August 2020","855600","0","68448","752928","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820002","10 August 2020","168000","0","13440","147840","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820003","10 August 2020","456000","34200","49020","539220","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820004","10 August 2020","440000","33000","47300","520300","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820005","10 August 2020","618000","46350","66435","730785","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820006","10 August 2020","660000","49500","70950","780450","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820007","10 August 2020","504000","37800","54180","595980","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820008","10 August 2020","456000","34200","49020","539220","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820009","10 August 2020","504000","37800","54180","595980","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820010","10 August 2020","540000","40500","58050","638550","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820011","10 August 2020","365000","27375","39238","431613","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820012","10 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820013","10 August 2020","515000","38625","55363","608988","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820014","10 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820015","10 August 2020","456000","34200","49020","539220","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820016","10 August 2020","440000","33000","47300","520300","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820017","10 August 2020","1683000","126225","180923","1990148","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820018","10 August 2020","544000","34680","49708","546788","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","090820019","10 August 2020","660000","49500","70950","780450","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820001","11 August 2020","444000","33300","47730","525030","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820002","11 August 2020","504000","37800","54180","595980","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820003","11 August 2020","590400","0","47232","519552","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820004","11 August 2020","1000000","75000","107500","1182500","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820005","11 August 2020","592000","44400","63640","700040","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820006","11 August 2020","168000","0","13440","147840","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820007","11 August 2020","815000","61125","87613","963738","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820008","11 August 2020","476000","35700","51170","562870","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820009","11 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820010","11 August 2020","296000","22200","31820","350020","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","100820011","11 August 2020","740000","55500","79550","875050","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","110820001","12 August 2020","600000","45000","64500","709500","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","110820002","12 August 2020","572000","42900","61490","676390","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","110820003","12 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","110820004","12 August 2020","1600000","120000","172000","1892000","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","110820005","12 August 2020","325000","24375","34938","384313","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","110820006","12 August 2020","3400000","255000","365500","4020500","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","110820007","12 August 2020","388000","29100","41710","458810","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","110820008","12 August 2020","148000","11100","15910","175010","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","120820001","13 August 2020","1032000","0","82560","908160","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","120820002","13 August 2020","2600000","195000","279500","3074500","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","120820003","13 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","120820005","13 August 2020","336000","25200","36120","397320","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","120820006","13 August 2020","1000000","75000","107500","1182500","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","120820007","13 August 2020","520000","39000","55900","614900","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","120820008","13 August 2020","416000","31200","44720","1349233","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820001","14 August 2020","505000","37875","54288","597163","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820002","14 August 2020","503200","37740","54094","595034","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820003","14 August 2020","768000","0","61440","675840","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820004","14 August 2020","520000","39000","55900","614900","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820005","14 August 2020","148000","11100","15910","175010","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820006","14 August 2020","714000","53550","76755","844305","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820007","14 August 2020","400000","30000","43000","473000","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820008","14 August 2020","371000","27825","39883","438708","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820009","14 August 2020","400000","30000","43000","473000","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820010","14 August 2020","168000","0","0","0","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820011","14 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820012","14 August 2020","290000","21750","31175","342925","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820013","14 August 2020","592000","44400","63640","700040","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820014","14 August 2020","368000","0","36800","404800","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","130820015","14 August 2020","520000","39000","55900","614900","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820001","15 August 2020","999600","74970","107457","1182027","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820002","15 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820003","15 August 2020","1000000","75000","107500","1182500","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820004","15 August 2020","336000","25200","36120","397320","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820005","15 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820006","15 August 2020","696000","52200","74820","823020","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820007","15 August 2020","400000","30000","43000","473000","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820008","15 August 2020","652800","0","52224","574464","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820009","15 August 2020","406000","30450","43645","480095","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820010","15 August 2020","1188000","89100","127710","1404810","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820011","15 August 2020","592000","44400","63640","700040","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820012","15 August 2020","592000","44400","63640","700040","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820013","15 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820014","15 August 2020","2600000","195000","279500","3074500","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820015","15 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820016","15 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820017","15 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820018","15 August 2020","888000","66600","95460","1050060","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820019","15 August 2020","1666000","124950","179095","1970045","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820020","15 August 2020","3100000","232500","333250","5865200","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820021","15 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820022","15 August 2020","592000","44400","63640","700040","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820024","15 August 2020","296000","22200","31820","350020","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","140820025","15 August 2020","592000","44400","63640","700040","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","150820001","16 August 2020","456000","34200","49020","539220","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","150820002","16 August 2020","476000","35700","51170","562870","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","150820003","16 August 2020","336000","25200","36120","397320","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","150820004","16 August 2020","489600","36720","52632","578952","Debit BCA"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","150820005","16 August 2020","336000","25200","36120","397320","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","150820006","16 August 2020","346000","25950","37195","409145","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","150820007","16 August 2020","880000","66000","94600","1040600","Master Card"
"Shabu Ghin","SHABU GIN","161050210002","1061505050169","150820008","16 August 2020","776000","58200","83420","917620","Master Card"
