"MERCHANT NAME","BRANCH NAME","NPWP","NOPD","BILL NO","DATE","TOTAL AMOUNT","SERVICE","PPN","TOTAL TRX AMOUNT","PAYMENT TYPE"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020136","2019-11-05 00:00:00","230000","13800","24380","268180","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012440","2019-11-05 00:00:00","464000","27840","49184","541024","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020168","2019-11-05 00:00:00","238000","14280","25228","277508","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031545","2019-11-05 00:00:00","349000","20940","36994","406934","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027448","2019-11-05 00:00:00","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027449","2019-11-05 00:00:00","172000","10320","18232","200552","GoPay"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031578","2019-11-05 00:00:00","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027481","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008090","2019-11-05 00:00:00","1190000","71400","126140","1387540","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020137","2019-11-05 00:00:00","1374000","82440","145644","1602084","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012441","2019-11-05 00:00:00","1806000","108360","191436","2105796","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020169","2019-11-05 00:00:00","58000","3480","6148","67628","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031546","2019-11-05 00:00:00","591000","35460","62646","689106","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031547","2019-11-05 00:00:00","952000","57120","100912","1110032","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027450","2019-11-05 00:00:00","487000","29220","51622","567842","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031579","2019-11-05 00:00:00","363000","21780","38478","423258","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027482","2019-11-05 00:00:00","1503000","90180","159318","1752498","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008091","2019-11-05 00:00:00","266000","15960","28196","310156","CASH"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020138","2019-11-05 00:00:00","277000","16620","29362","322982","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012442","2019-11-05 00:00:00","924000","55440","97944","1077384","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020170","2019-11-05 00:00:00","427000","25620","45262","497882","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031548","2019-11-05 00:00:00","398000","23880","42188","464068","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027451","2019-11-05 00:00:00","178000","10680","18868","207548","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031580","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027483","2019-11-05 00:00:00","714000","42840","75684","832524","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008092","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020139","2019-11-05 00:00:00","1190000","71400","126140","1387540","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012443","2019-11-05 00:00:00","89000","5340","9434","103774","GoPay"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020171","2019-11-05 00:00:00","1992000","119520","211152","2322672","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031549","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027452","2019-11-05 00:00:00","337000","20220","35722","392942","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031581","2019-11-05 00:00:00","481000","28860","50986","560846","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027484","2019-11-05 00:00:00","714000","42840","75684","832524","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008093","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020140","2019-11-05 00:00:00","719000","43140","76214","838354","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012444","2019-11-05 00:00:00","186000","11160","19716","216876","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020172","2019-11-05 00:00:00","1428000","85680","151368","1665048","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031550","2019-11-05 00:00:00","1195000","71700","126670","1393370","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027453","2019-11-05 00:00:00","296000","17760","31376","345136","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031582","2019-11-05 00:00:00","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027485","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008094","2019-11-05 00:00:00","93000","5580","9858","108438","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020141","2019-11-05 00:00:00","178000","10680","18868","207548","CASH"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012445","2019-11-05 00:00:00","173000","10380","18338","201718","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020173","2019-11-05 00:00:00","458000","27480","48548","534028","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031551","2019-11-05 00:00:00","1190000","71400","126140","1387540","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027454","2019-11-05 00:00:00","796000","47760","84376","928136","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031583","2019-11-05 00:00:00","484000","29040","51304","564344","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027486","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008095","2019-11-05 00:00:00","116000","6960","12296","135256","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020142","2019-11-05 00:00:00","373000","22380","39538","434918","CASH"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012446","2019-11-05 00:00:00","289000","17340","30634","336974","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020174","2019-11-05 00:00:00","4776000","286560","506256","5568816","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031552","2019-11-05 00:00:00","207000","12420","21942","241362","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027455","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031584","2019-11-05 00:00:00","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027487","2019-11-05 00:00:00","714000","42840","75684","832524","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008096","2019-11-05 00:00:00","121000","7260","12826","141086","CASH"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020143","2019-11-05 00:00:00","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012447","2019-11-05 00:00:00","238000","14280","25228","277508","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020175","2019-11-05 00:00:00","481000","28860","50986","560846","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012448","2019-11-05 00:00:00","194000","11640","20564","226204","CASH"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020176","2019-11-05 00:00:00","796000","47760","84376","928136","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031553","2019-11-05 00:00:00","175000","10500","18550","204050","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027456","2019-11-05 00:00:00","53000","3180","5618","61798","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031585","2019-11-05 00:00:00","702000","42120","74412","818532","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027488","2019-11-05 00:00:00","384000","23040","40704","447744","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008097","2019-11-05 00:00:00","368000","22080","39008","429088","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020144","2019-11-05 00:00:00","950000","57000","100700","1107700","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012449","2019-11-05 00:00:00","297000","17820","31482","346302","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020177","2019-11-05 00:00:00","435000","26100","46110","507210","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031554","2019-11-05 00:00:00","399000","23940","42294","465234","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027457","2019-11-05 00:00:00","1904000","114240","201824","2220064","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031586","2019-11-05 00:00:00","719000","43140","76214","838354","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027489","2019-11-05 00:00:00","302000","18120","32012","352132","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008098","2019-11-05 00:00:00","542000","32520","57452","631972","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020145","2019-11-05 00:00:00","330000","19800","34980","384780","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012450","2019-11-05 00:00:00","222000","13320","23532","258852","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020178","2019-11-05 00:00:00","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031555","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027458","2019-11-05 00:00:00","714000","42840","75684","832524","GoPay"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031587","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027490","2019-11-05 00:00:00","444000","26640","47064","517704","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008099","2019-11-05 00:00:00","916000","54960","97096","1068056","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020146","2019-11-05 00:00:00","178000","10680","18868","207548","CASH"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012451","2019-11-05 00:00:00","5000","300","530","5830","CASH"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020179","2019-11-05 00:00:00","661000","39660","70066","770726","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031556","2019-11-05 00:00:00","1194000","71640","126564","1392204","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027459","2019-11-05 00:00:00","916000","54960","97096","1068056","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031588","2019-11-05 00:00:00","571000","34260","60526","665786","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027491","2019-11-05 00:00:00","235000","14100","24910","274010","CASH"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008100","2019-11-05 00:00:00","1190000","71400","126140","1387540","CASH"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020147","2019-11-05 00:00:00","587000","35220","62222","684442","CASH"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012452","2019-11-05 00:00:00","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020180","2019-11-05 00:00:00","2748000","164880","291288","3204168","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031557","2019-11-05 00:00:00","426000","25560","45156","496716","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027460","2019-11-05 00:00:00","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031589","2019-11-05 00:00:00","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027492","2019-11-05 00:00:00","550000","33000","58300","641300","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008101","2019-11-05 00:00:00","290000","17400","30740","338140","EDC BCA (m)"
