"MERCHANT NAME","BRANCH NAME","NPWP","NOPD","BILL NO","DATE","TOTAL AMOUNT","SERVICE","PPN","TOTAL TRX AMOUNT","PAYMENT TYPE"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027976","2019-11-11 00:00:00","345000","20700","36570","402270","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028008","2019-11-11 00:00:00","604000","36240","64024","704264","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027977","2019-11-11 00:00:00","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028009","2019-11-11 00:00:00","476000","28560","50456","555016","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027978","2019-11-11 00:00:00","952000","57120","100912","1110032","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028010","2019-11-11 00:00:00","203000","12180","21518","236698","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027979","2019-11-11 00:00:00","1190000","71400","126140","1387540","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028011","2019-11-11 00:00:00","719000","43140","76214","838354","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028012","2019-11-11 00:00:00","783000","46980","82998","912978","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027980","2019-11-11 00:00:00","952000","57120","100912","1110032","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028013","2019-11-11 00:00:00","291000","17460","30846","339306","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027981","2019-11-11 00:00:00","952000","57120","100912","1110032","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028014","2019-11-11 00:00:00","241000","14460","25546","281006","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027982","2019-11-11 00:00:00","384000","23040","40704","447744","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028015","2019-11-11 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027983","2019-11-11 00:00:00","267000","16020","28302","311322","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028016","2019-11-11 00:00:00","384000","23040","40704","447744","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027984","2019-11-11 00:00:00","1190000","71400","126140","1387540","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028017","2019-11-11 00:00:00","405000","24300","42930","472230","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027985","2019-11-11 00:00:00","89000","5340","9434","103774","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027986","2019-11-11 00:00:00","125000","7500","13250","145750","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028018","2019-11-11 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027987","2019-11-11 00:00:00","238000","14280","25228","277508","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028019","2019-11-11 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027988","2019-11-11 00:00:00","147000","8820","15582","171402","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028020","2019-11-11 00:00:00","476000","28560","50456","555016","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027989","2019-11-11 00:00:00","178000","10680","18868","207548","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028021","2019-11-11 00:00:00","238000","14280","25228","277508","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027990","2019-11-11 00:00:00","1832000","109920","194192","2136112","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028022","2019-11-11 00:00:00","385000","23100","40810","448910","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027991","2019-11-11 00:00:00","267000","16020","28302","311322","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028023","2019-11-11 00:00:00","306000","18360","32436","356796","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027992","2019-11-11 00:00:00","89000","5340","9434","103774","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028024","2019-11-11 00:00:00","247000","14820","26182","288002","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027993","2019-11-11 00:00:00","89000","5340","9434","103774","GoPay"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028025","2019-11-11 00:00:00","368000","22080","39008","429088","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027994","2019-11-11 00:00:00","237000","14220","25122","276342","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028026","2019-11-11 00:00:00","1194000","71640","126564","1392204","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027995","2019-11-11 00:00:00","159000","9540","16854","185394","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028027","2019-11-11 00:00:00","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027996","2019-11-11 00:00:00","178000","10680","18868","207548","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028028","2019-11-11 00:00:00","1190000","71400","126140","1387540","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027997","2019-11-11 00:00:00","1592000","95520","168752","1856272","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028029","2019-11-11 00:00:00","284000","17040","30104","331144","GoPay"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027998","2019-11-11 00:00:00","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028030","2019-11-11 00:00:00","729000","43740","77274","850014","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027999","2019-11-11 00:00:00","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028031","2019-11-11 00:00:00","555000","33300","58830","647130","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028000","2019-11-11 00:00:00","89000","5340","9434","103774","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028032","2019-11-11 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028065","2019-11-12 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028066","2019-11-12 00:00:00","499000","29940","52894","581834","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028067","2019-11-12 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028037","2019-11-12 00:00:00","238000","14280","25228","277508","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028038","2019-11-12 00:00:00","356000","21360","37736","415096","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028039","2019-11-12 00:00:00","89000","5340","9434","103774","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028040","2019-11-12 00:00:00","267000","16020","28302","311322","GoPay"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028041","2019-11-12 00:00:00","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028042","2019-11-12 00:00:00","62000","3720","6572","72292","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028043","2019-11-12 00:00:00","2388000","143280","253128","2784408","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028044","2019-11-12 00:00:00","0","0","0","0","ALL VOID"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028045","2019-11-12 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028046","2019-11-12 00:00:00","171000","10260","18126","199386","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028047","2019-11-12 00:00:00","295000","17700","31270","343970","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028048","2019-11-12 00:00:00","592000","35520","62752","690272","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028049","2019-11-12 00:00:00","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028050","2019-11-12 00:00:00","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028051","2019-11-12 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028052","2019-11-12 00:00:00","243000","14580","25758","283338","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028053","2019-11-12 00:00:00","346000","20760","36676","403436","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028054","2019-11-12 00:00:00","178000","10680","18868","207548","OVO"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028055","2019-11-12 00:00:00","264000","15840","27984","307824","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028056","2019-11-12 00:00:00","267000","16020","28302","311322","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028057","2019-11-12 00:00:00","714000","42840","75684","832524","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028058","2019-11-12 00:00:00","481000","28860","50986","560846","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028059","2019-11-12 00:00:00","178000","10680","18868","207548","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028060","2019-11-12 00:00:00","89000","5340","9434","103774","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028061","2019-11-12 00:00:00","238000","14280","25228","277508","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028062","2019-11-12 00:00:00","1195000","71700","126670","1393370","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028063","2019-11-12 00:00:00","398000","23880","42188","464068","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080028064","2019-11-12 00:00:00","361000","21660","38266","420926","EDC BCA (m)"
